17,67
148,0
23,209
41,231
126,0
36,41
34,44
113,1
11,79
260,89
44,34
254,76
158,2
7,89
254,76
79,11
7,178
254,191
8,182
13,191
260,178
257,185
11,188
165,3
264,165
233,223
144,0
19,63
188,11
261,92
185,257
209,23
175,261
263,99
58,23
76,13
3,165
0,134
29,218
141,0
27,52
242,55
226,36
218,29
0,137
61,21
1,154
0,148
0,141
19,204
63,248
102,3
85,8
79,11
267,123
242,212
238,218
248,204
4,168
6,175
178,7
266,151
161,2
16,70
14,73
261,92
204,248
264,102
168,263
218,29
253,73
248,63
17,67
44,233
55,242
113,1
5,172
188,11
257,82
73,14
267,126
231,226
148,0
154,1
10,82
39,228
0,130
2,109
61,246
0,126
233,44
0,119
240,52
55,25
23,58
137,0
29,218
36,226
8,85
194,14
168,4
226,231
209,23
221,235
265,106
206,246
267,148
248,204
3,165
99,4
70,251
2,106
6,92
197,16
2,161
73,14
95,262
82,10
17,201
14,194
85,259
67,250
16,197
79,11
85,259
92,6
76,254
11,79
151,1
267,119
144,267
266,113
182,259
267,144
109,2
253,73
212,25
178,260
267,123
133,0
240,215
263,168
223,233
268,134
102,264
76,13
21,61
265,109
257,82
23,58
246,61
168,4
261,92
151,1
235,221
61,21
49,238
46,235
44,34
36,41
265,106
161,265
223,34
231,41
10,82
73,253
3,102
244,58
242,55
52,27
1,151
7,89
29,218
85,8
21,206
0,137
55,242
66,17
233,223
141,0
126,267
267,141
242,212
2,158
63,19
52,240
109,2
251,197
6,175
76,13
256,79
191,13
11,79
41,231
39,39
13,76
79,256
99,4
254,76
197,16
262,172
259,182
253,194
250,200
119,0
267,148
185,257
267,126
148,267
267,144
148,0
266,113
49,29
0,144
4,99
253,73
212,242
204,19
254,191
102,3
4,168
194,14
204,19
267,141
113,266
123,267
21,206
6,92
256,79
39,39
85,259
14,73
19,63
95,262
109,265
267,137
119,267
46,32
251,70
14,73
188,11
2,161
70,251
7,89
34,223
133,0
134,268
130,0
34,44
16,70
89,260
92,261
85,8
267,130
158,265
267,144
130,267
36,41
61,246
231,41
148,267
19,63
266,113
144,0
116,266
10,185
259,182
248,204
116,1
123,0
250,67
16,70
41,231
29,49
264,102
185,10
178,7
218,238
158,2
17,201
264,165
191,254
266,154
63,248
70,16
63,19
260,89
172,5
242,55
79,11
13,191
5,95
188,256
194,253
262,95
13,76
168,263
267,148
141,0
266,116
141,267
116,1
58,244
23,209
27,215
6,92
95,262
267,137
144,267
29,49
182,8
194,14
1,113
1,116
0,123
67,250
106,2
46,32
130,267
137,0
266,154
228,228
260,178
14,194
4,168
130,0
221,235
172,5
7,178
8,182
11,188
175,6
265,109
165,3
0,141
41,36
44,233
58,23
233,223
226,231
244,58
49,29
49,238
89,7
76,254
82,257
154,266
267,119
137,267
261,175
197,251
188,11
223,233
266,151
188,256
212,25
250,67
34,44
0,134
61,246
66,17
113,266
14,73
82,257
267,144
172,262
209,23
238,49
231,41
92,6
267,119
25,55
32,46
261,92
41,36
92,261
17,67
158,265
221,32
221,235
126,0
126,267
215,27
0,144
49,238
265,158
235,221
246,61
126,267
41,36
123,0
46,235
21,61
185,10
221,235
154,1
106,265
102,264
25,55
141,267
267,148
161,265
165,264
226,36
223,233
113,1
52,240
3,165
39,228
8,85
73,253
0,119
2,106
32,221
99,4
70,16
92,261
3,102
10,185
119,0
267,126
123,267
8,85
253,73
119,0
61,246
238,49
137,267
212,25
257,185
242,212
133,0
1,113
204,248
182,8
8,182
2,109
25,212
151,1
265,106
19,63
116,266
55,25
1,154
168,4
251,70
82,10
262,172
82,257
32,46
259,85
70,16
235,221
0,148
16,197
130,0
123,267
267,141
151,1
109,265
267,130
218,29
178,260
266,151
209,244
266,113
151,266
106,2
39,39
23,209
89,7
238,49
1,116
85,259
259,182
25,212
52,27
113,266
7,89
63,248
55,242
116,1
7,178
256,188
191,254
3,102
200,17
3,165
191,13
240,52
248,63
126,0
267,119
82,10
240,52
141,267
126,0
244,209
141,0
228,228
246,61
144,0
32,221
263,168
73,253
55,25
137,267
267,144
154,266
21,61
261,92
182,259
200,250
264,102
17,67
106,265
73,14
231,226
76,13
263,168
204,19
182,259
8,85
14,73
2,158
70,16
99,263
21,206
0,123
0,134
221,235
119,0
144,267
17,201
11,188
261,175
165,264
175,261
215,27
165,264
266,116
95,5
2,161
89,7
260,178
191,13
267,141
102,3
36,226
44,233
34,44
257,82
154,1
265,158
23,209
113,1
148,267
8,182
109,2
70,251
228,39
67,250
264,165
126,267
19,204
5,95
92,261
49,29
63,19
119,267
23,58
99,263
7,89
257,82
61,21
106,265
254,76
228,228
63,19
27,215
89,260
2,106
250,200
246,206
233,44
226,36
25,55
262,95
165,3
175,261
257,185
215,240
175,6
240,52
148,267
256,188
39,228
14,73
161,265
263,168
52,240
55,25
235,221
148,0
109,265
63,19
238,218
231,226
206,21
1,154
158,2
267,123
66,17
85,8
52,240
233,44
144,267
215,27
130,267
133,0
36,226
27,52
204,19
161,2
19,204
36,41
0,137
223,34
226,231
102,3
82,257
0,119
209,244
244,58
151,1
238,218
265,109
133,0
226,231
73,14
67,250
44,34
102,264
8,85
178,260
14,194
123,0
130,267
262,172
70,16
113,266
251,70
102,264
58,23
4,99
197,16
209,244
182,8
200,17
218,238
218,29
265,109
17,67
85,259
2,109
200,250
13,191
109,2
267,130
126,267
130,0
266,113
161,265
102,3
16,70
116,266
253,73
79,11
106,265
268,134
212,242
0,123
63,248
2,161
240,215
248,204
238,49
63,248
266,151
25,212
144,0
262,95
19,63
158,2
99,263
3,102
34,223
58,244
233,44
228,228
0,141
46,32
70,251
0,119
200,17
248,204
130,0
4,99
165,3
10,82
134,268
141,267
212,25
0,134
58,244
29,49
36,41
89,260
259,85
253,73
161,2
102,264
259,182
250,200
5,172
34,223
260,178
144,267
267,123
29,49
263,99
185,257
206,246
113,266
148,0
13,76
134,268
148,267
185,257
265,161
267,148
130,0
25,55
244,58
123,267
137,0
265,106
61,21
126,267
267,123
168,263
172,5
267,141
165,264
19,63
99,263
55,25
240,215
154,1
264,102
206,21
1,113
23,209
141,0
2,161
0,148
44,233
248,63
126,267
66,17
265,158
158,265
99,4
67,250
0,130
79,256
95,5
259,182
172,262
25,55
123,267
215,27
191,254
197,16
215,240
253,194
0,126
209,23
267,137
151,266
23,58
49,238
41,231
265,161
161,2
242,55
39,39
76,13
267,126
154,266
109,2
266,116
119,0
106,2
7,178
10,185
63,19
265,161
238,218
46,32
49,238
109,2
168,263
260,178
63,248
41,36
99,263
235,46
178,7
161,265
226,36
76,254
5,95
36,226
29,218
19,204
0,144
158,265
158,2
182,259
204,248
8,182
178,7
13,191
34,44
85,259
223,34
250,67
3,102
172,5
212,242
267,119
106,2
4,168
92,261
260,89
218,29
251,197
123,0
266,113
200,250
256,188
182,8
10,82
106,265
257,82
49,29
109,265
1,154
182,8
1,116
92,261
39,39
262,95
175,261
267,148
21,206
130,0
238,218
61,21
0,148
95,5
29,218
264,165
46,235
130,0
223,233
231,226
66,17
76,254
259,182
89,7
95,262
7,89
175,261
16,197
154,1
119,267
197,251
144,0
113,266
254,191
185,257
10,82
36,226
151,1
259,85
178,7
223,233
246,206
82,10
27,215
2,106
206,246
5,172
197,16
238,218
49,29
148,267
109,2
256,188
178,260
161,2
265,109
154,266
25,55
52,240
0,141
6,92
61,246
233,44
89,260
79,11
261,175
182,8
172,262
226,36
257,185
89,260
44,34
134,268
212,25
242,212
52,27
123,267
58,23
267,119
268,134
89,7
235,221
58,23
55,242
231,41
73,253
13,76
44,233
19,63
123,267
144,0
246,206
52,27
0,144
233,223
1,151
13,191
119,0
154,266
235,46
267,137
161,265
113,1
144,267
46,32
106,265
29,49
79,256
67,250
123,0
221,235
70,16
256,79
248,63
262,172
58,244
126,0
266,151
228,39
226,231
200,17
7,178
25,55
119,0
41,231
106,2
14,73
263,99
188,11
264,165
73,14
246,61
137,267
133,0
264,102
188,256
194,14
7,89
85,259
256,79
95,262
158,2
267,144
29,218
204,19
218,29
151,266
161,2
218,238
267,126
27,52
55,242
0,130
32,46
61,246
261,175
85,259
168,4
188,256
267,130
116,1
0,148
39,228
92,6
185,257
5,95
44,233
265,161
148,0
168,263
264,165
49,238
144,0
206,246
238,49
99,263
16,70
76,254
250,67
109,265
134,268
36,41
161,265
27,52
137,267
52,27
21,206
1,116
197,16
260,89
66,17
267,119
134,268
178,7
267,130
244,209
215,27
197,251
89,7
165,264
41,36
46,235
246,61
5,172
2,158
82,10
0,141
221,32
82,257
0,123
204,19
85,8
66,17
67,250
2,106
130,267
16,197
242,55
233,223
95,5
63,248
137,0
242,212
266,116
240,52
102,264
231,226
79,11
240,215
116,1
8,182
17,201
263,168
194,253
265,106
13,76
36,226
4,99
244,209
228,39
175,261
168,4
8,85
17,67
119,267
141,0
109,265
11,79
0,148
197,16
154,266
6,175
102,3
73,253
261,92
185,10
200,250
228,39
76,254
106,2
141,267
58,23
113,266
267,130
92,6
55,242
263,168
246,206
6,175
23,58
263,99
141,0
172,262
206,21
238,218
113,1
76,254
262,95
182,259
221,32
70,251
259,182
63,19
58,244
0,126
19,204
137,0
106,265
1,113
250,200
209,23
240,215
248,63
36,41
175,6
221,235
0,130
215,27
161,265
0,123
240,52
223,233
109,2
116,266
73,14
3,165
215,240
204,248
231,41
261,175
246,61
251,197
39,39
0,137
34,223
85,8
11,188
130,0
267,144
19,204
82,10
4,168
158,265
41,231
55,25
265,158
268,134
32,221
10,185
29,49
188,256
151,1
218,238
0,134
251,197
212,25
6,92
253,73
2,158
185,10
151,266
116,1
109,265
257,185
113,1
58,244
137,0
244,209
119,0
161,265
194,14
226,231
55,25
23,209
266,151
58,23
46,235
85,8
73,253
223,34
191,13
34,223
23,58
130,267
182,8
204,19
8,182
27,52
0,126
259,85
39,228
34,44
41,36
123,267
254,76
263,99
79,256
204,248
11,79
116,266
151,1
266,154
194,253
4,99
21,61
3,165
182,259
99,4
76,13
244,58
44,233
168,4
266,113
5,172
175,6
185,257
264,102
102,3
41,231
250,67
172,5
209,244
25,55
182,8
226,231
204,19
25,212
61,21
99,263
85,8
165,264
144,0
29,218
8,85
248,204
79,256
251,70
49,238
123,0
137,267
267,123
182,259
3,102
259,85
46,32
16,197
148,267
95,5
168,263
267,119
130,267
242,55
39,228
82,10
264,165
218,238
259,85
52,240
133,0
238,49
13,191
39,39
240,215
126,0
29,49
70,251
175,6
2,109
0,137
161,265
154,1
268,134
191,254
246,206
267,137
148,0
161,2
266,116
73,14
206,246
194,14
36,226
41,36
14,194
154,266
165,3
13,76
158,265
265,106
95,5
254,191
92,261
82,10
235,46
63,248
52,27
265,161
7,89
244,209
2,158
17,67
231,226
55,25
141,267
44,233
119,0
228,39
194,253
204,19
76,254
262,172
92,6
27,215
41,36
134,268
70,251
254,76
204,248
116,1
256,79
102,264
244,58
238,218
66,17
1,154
182,259
63,19
260,178
172,5
141,267
6,92
67,250
266,154
212,242
76,254
172,5
182,259
21,61
250,67
11,79
19,63
178,260
209,23
158,265
44,34
95,262
1,113
178,7
228,39
19,204
49,29
233,223
14,194
182,8
99,263
226,36
233,44
231,226
266,116
41,231
165,3
95,262
223,34
133,0
250,200
76,13
70,251
126,0
10,185
34,44
126,267
144,0
267,148
248,63
11,188
17,201
133,0
119,267
253,73
52,240
52,27
253,194
248,204
46,32
137,267
223,34
191,254
246,61
49,29
10,82
2,109
39,39
261,175
66,17
240,52
116,266
1,113
231,41
228,228
1,151
0,144
27,215
4,99
250,200
185,10
21,206
265,161
119,267
242,55
256,188
253,194
154,266
191,13
16,197
197,251
253,73
10,82
67,250
141,0
175,261
99,4
2,161
215,27
261,175
141,267
16,70
85,259
63,248
263,99
172,262
267,141
102,264
123,0
226,36
58,23
89,260
0,119
0,123
23,58
144,0
55,242
260,89
85,259
49,29
191,254
194,14
137,267
113,1
46,235
106,2
106,265
228,39
61,246
13,76
191,13
1,113
244,58
151,266
126,0
267,148
197,251
253,194
61,21
267,119
265,106
79,11
263,168
231,41
79,256
259,85
3,165
246,61
52,240
0,134
172,262
267,126
34,44
89,260
178,7
165,264
233,44
85,8
95,262
148,0
14,73
49,238
4,168
109,2
238,218
0,144
264,165
250,67
266,116
148,267
34,44
73,253
265,158
116,266
21,61
5,172
8,182
266,116
209,244
257,82
2,161
206,21
32,221
10,82
235,46
0,130
262,95
242,212
226,231
137,0
221,32
58,244
5,95
215,27
148,267
119,0
63,248
61,21
144,267
36,226
89,7
158,265
168,4
137,0
172,262
221,32
92,6
0,119
7,178
209,244
16,70
67,250
231,41
200,250
260,178
251,197
223,233
16,70
172,5
6,92
204,248
148,0
6,175
32,221
55,25
228,39
6,175
259,182
148,267
242,55
206,246
251,197
58,23
266,154
109,265
168,4
70,251
256,188
25,55
41,231
95,5
215,240
0,119
244,209
102,264
63,19
130,267
17,201
8,182
134,268
244,58
259,182
185,10
175,261
264,102
113,1
119,267
113,266
218,29
165,264
17,67
89,7
254,191
119,0
134,268
4,99
11,188
32,46
265,158
194,14
267,137
251,70
58,244
1,113
256,79
178,260
5,172
263,99
11,188
76,13
1,154
11,79
44,233
82,257
262,95
61,246
41,36
116,266
23,209
212,25
19,63
29,49
215,240
265,161
151,1
209,23
197,251
46,32
188,256
204,248
70,16
238,49
8,85
113,266
25,212
218,29
11,79
188,256
123,0
16,197
109,2
55,242
151,1
89,260
223,34
223,233
126,0
2,158
266,151
175,6
226,231
99,4
235,221
235,46
46,235
137,0
266,151
89,260
19,63
212,242
4,168
261,92
92,261
52,27
29,218
116,1
79,256
200,17
39,228
44,34
1,151
248,63
141,267
267,123
268,134
267,141
161,2
235,221
63,19
182,8
10,185
262,172
197,251
34,223
264,165
46,32
14,194
185,257
36,41
244,209
238,49
79,256
267,144
194,253
250,67
1,154
267,141
27,215
19,204
172,262
34,44
158,265
92,6
191,13
2,161
102,3
228,39
116,266
